"","","id","coef_glmer1","coef_glmer2","coef_glmer3","coef_glmer4","theta_glmer","var_re.Family.(Intercept)","estim_pop","se_pop","stat_pop_wald","pval_pop_wald","estim_rear","se_rear","stat_rear_wald","pval_rear_wald","estim_int","se_int","stat_int_wald","pval_int_wald","estim_simple_HPP_LPP","se_simple_HPP_LPP","stat_simple_HPP_LPP_wald","pval_simple_HPP_LPP_wald","estim_simple_HPNP_LPNP","se_simple_HPNP_LPNP","stat_simple_HPNP_LPNP_wald","pval_simple_HPNP_LPNP_wald","estim_simple_LPP_LPNP","se_simple_LPP_LPNP","stat_simple_LPP_LPNP_wald","pval_simple_LPP_LPNP_wald","estim_simple_HPP_HPNP","se_simple_HPP_HPNP","stat_simple_HPP_HPNP_wald","pval_simple_HPP_HPNP_wald","model_comp_stat.Chisq","model_comp_df.Df","model_comp_pval.Pr(>Chisq)","conv_opt","conv_lme4","warn_flag","singular_fit","resid.1","resid.2","resid.3","resid.4","resid.5","resid.6","resid.7","resid.8","resid.9","resid.10","resid.11","resid.12","resid.13","resid.14","resid.15","resid.16","resid.17","resid.18","resid.19","resid.20","resid.21","resid.22","resid.23","resid.24","resid.25","resid.26","resid.27","resid.28","resid.29","resid.30","resid.31","resid.32","resid.33","resid.34","resid.35","resid.36"
"result.1",1,chr1_21410456_aripo,-4.59420505458271,-23.7473307569111,-17.762764611846,13.9307730761328,221.322298524612,18.4301143119984,-16.7819442188447,538581.82912758,-3.11595068961551e-05,0.999975138310529,10.7973780737796,538581.829127452,2.00477949493252e-05,0.999984004173933,13.9307730761328,1077163.65825517,1.29328287019063e-05,0.999989681095652,-23.7473307569111,56359.7537811475,-0.000421352634880648,0.999663809247923,-9.81655768077827,1075688.20985422,-9.12583924491339e-06,0.999992718633762,17.762764611846,3006.45094541374,0.00590821700880989,0.99528595229238,3.83199153571325,1077159.46262291,3.55749698042131e-06,0.999997161528084,14.519859943392,1,0.000138689715667163,0,-1,TRUE,TRUE,-1.82495198067773e-05,-0.131334106829232,0.144730610013397,-0.131334106829794,-1.82495198067773e-05,-0.000467011916462806,-9.91397219453408e-07,0,-9.14023073958725e-07,0,0,-9.91397219453408e-07,0,-9.14023073958725e-07,-9.14023073958725e-07,0,0.256567475863503,-9.14023073958725e-07,0,-2.343139591124e-05,-8.62002636733475e-06,-1.25402931177222e-06,-9.91397219453408e-07,-1.9758424710621e-05,-0.131334107003049,-1.82495198067773e-05,-1.82495198067773e-05,-0.13133410665579,-1.82495198067773e-05,-0.131334106829794,-0.131334106829794,-1.82495198067773e-05,-1.9758424710621e-05,-0.131334107003049,-1.9758424710621e-05,-0.131334107003049
"result.2",2,chr1_21410457_aripo,-4.21804804573674,-16.6774960231302,-20.3914850286893,22.3708315952107,207.776705892841,14.5970648704603,-5.49208022552478,59.226627366306,-0.0927299167578337,0.926118129267707,9.20606923108389,67.090502499046,0.137218665655616,0.890857957405709,22.3708315952107,68.5368977720107,0.326405663554072,0.744117453082573,-16.6774960231302,53.2703192577035,-0.313072950482053,0.754225239208452,5.69333557208059,80.7868370631156,0.0704735545919765,0.9438167485821,20.3914850286893,64.9714529404515,0.313852993981506,0.75363269303866,-1.97934656652149,84.4371632165671,-0.023441651651001,0.981297980911267,10.5781928067642,1,0.00114429466683765,0,0,FALSE,FALSE,-5.85481191443786e-06,-0.15687976224422,0.182855654320488,-0.156879762926828,-5.85481191443786e-06,-0.000113197332543123,-4.10303737240791e-05,-0.000110386274058195,-3.750631312456e-05,-0.000100904573793404,-0.000110386274058195,-4.10303737240791e-05,-0.000100904573793404,-3.750631312456e-05,-3.750631312456e-05,-0.000100904573793404,0.296585311247704,-3.750631312456e-05,-0.000110386274058195,-0.000724967358675301,-0.000289169920678964,-0.0007779697016946,-4.10303737240791e-05,-6.40786781617851e-06,-0.156879757319359,-5.85481191443786e-06,-5.85481191443786e-06,-0.156879762910064,-5.85481191443786e-06,-0.156879757985497,-0.156879762926828,-5.85481191443786e-06,-6.40786781617851e-06,-0.156879757319359,-6.40786781617851e-06,-0.156879762260837
"result.3",3,chr1_21410462_aripo,-2.30256786351229,-20.3350766045871,-20.3823012913922,41.7671903465602,15688.0190103366,0,0.548518568693005,19135.7481448812,2.86646001264253e-05,0.999977128958121,-0.501293881887879,19135.7481448812,-2.61967223905993e-05,0.999979098039663,41.7671903465602,38271.4993290156,0.00109133927540942,0.999129237414403,-20.3350766045871,27452.4308476332,-0.000740738651431311,0.999408976120482,21.4321137419731,26665.925544222,0.000803726602567411,0.999358719021747,20.3823012913922,26665.925553597,0.000764357541253348,0.999390130978286,-21.384889055168,27452.4308385268,-0.00077897979894576,0.999378464108103,7.03930127201602e-05,1,0.99330578367317,0,0,FALSE,FALSE,-1.66935675832497e-05,1.67483955730289,-0.447216735464749,-0.447216735464749,-1.66935675832497e-05,-1.66935675832497e-05,-1.72073356035314e-05,-0.755928359960591,-1.72073356035314e-05,-0.755928359960591,1.03774331805346,-1.72073356035314e-05,-0.755928359960591,-1.72073356035314e-05,-1.72073356035314e-05,-0.755928359960591,-0.447216735464749,-1.72073356035314e-05,-0.755928359960591,-1.72073356035314e-05,-1.72073356035314e-05,1.03774331805346,-1.72073356035314e-05,-1.66935675832497e-05,-0.447216735464749,-1.66935675832497e-05,-1.66935675832497e-05,-0.447216735464749,-1.66935675832497e-05,-0.447216735464749,-0.447216735464749,-1.66935675832497e-05,-1.66935675832497e-05,-0.447216735464749,-1.66935675832497e-05,-0.447216735464749
"result.4",4,chr1_21410496_aripo,-2.03982940993317,-19.474533797696,-1.41473516145207,21.5211343085685,148.898955314862,3.46721425706463,-8.71396664341177,47.9131298924954,-0.181870119171168,0.855684654829588,-9.34583199283219,47.9076385846036,-0.195080205765678,0.845330158380773,21.5211343085685,95.8121618222465,0.224617980632721,0.822276475776683,-19.474533797696,95.8022420022506,-0.203278476481151,0.838917377595707,2.04660051087249,1.80322934167001,1.13496406895037,0.256390373500695,1.41473516145207,1.28683387421632,1.09939222909689,0.271597018843513,-20.1063991471165,95.8050776556877,-0.209867781949685,0.833770868507868,0,1,1,0,0,FALSE,FALSE,-0.48972930926358,0.6303391331879,0.814407095116168,-0.421215720966371,-0.207657538882215,-0.933065652129999,-5.08155950719764e-05,-0.542116383987083,-5.86689059737661e-05,-0.49295061963272,-0.542116383817492,-2.33430563160784e-05,-0.501119326846369,-2.15765839483348e-05,-2.15765839483348e-05,-0.501119326846369,-1.04640154731993,-2.55896487949796e-05,0.339942039624473,-0.000111839152311921,-6.18382986076942e-05,0.839520429053245,-3.01114270501455e-05,-0.239223437318162,-0.365406455072506,-0.202356325585111,-0.202356325585111,-0.410464991290606,-0.177201304780627,-0.359448845359672,-0.421215720966371,-0.207657538882215,0.877840055989456,-0.365406455072506,-0.239223437318162,-0.433344486992681
"result.5",5,chr1_21410512_aripo,-1.60943780778055,1.02165107786014,0.405465123246375,-0.154150685377768,2.77170365331525,0,0.944575735171258,0.590998935099928,1.59826977524341,0.109982950944154,-0.328389780557491,0.590998450513572,-0.555652523745406,0.578448417940213,-0.154150685377768,1.18199663660143,-0.130415502552524,0.896237702074302,1.02165107786014,0.881002079919243,1.15964661281366,0.24619271463408,0.867500392482374,0.788005610528891,1.10088098471803,0.270948458995556,-0.405465123246375,0.951571102825919,-0.426100710753247,0.670034462314451,-0.251314437868607,0.701162461740569,-0.35842540292979,0.720024983968474,0,1,1,0,0,FALSE,FALSE,-0.754782753389301,-0.621471793291132,-0.621471793291132,-0.621471793291132,-0.754782753389301,0.926998262681827,-1.00633340816723,-1.12740688929816,-1.00633340816723,1.05939166693157,0.280558984998481,-1.00633340816723,-1.12740688929816,0.479371328321729,-1.00633340816723,0.280558984998481,-0.621471793291132,-1.00633340816723,0.280558984998481,0.479371328321729,1.93909074730933,-1.12740688929816,-1.00633340816723,-0.754782753389301,-0.621471793291132,-0.754782753389301,-0.754782753389301,1.19188603986173,-0.754782753389301,-0.621471793291132,-0.621471793291132,1.83980565905494,-0.754782753389301,1.19188603986173,-0.754782753389301,-0.621471793291132
"result.6",6,chr1_21410523_aripo,0.641853924777116,0.105360398140547,0.100083341459176,-0.0851574916805853,0.487568100347213,0,0.0627816523002547,0.536338565670879,0.117056009615352,0.906815669250867,-0.0575045956188835,0.536338717389792,-0.107216939136414,0.914616877403639,-0.0851574916805853,1.07267840278812,-0.0793877190584266,0.936724236582587,0.105360398140547,0.733656716443062,0.143609941515099,0.885808489845783,0.020202906459962,0.782550582629529,0.025816741956892,0.979403508149043,-0.100083341459176,0.71445867611017,-0.140082757485813,0.888594603789373,-0.0149258497785908,0.800116689975655,-0.0186545912184946,0.985116652902367,0,1,1,0,0,FALSE,FALSE,-1.27575269968012,-1.24462926402544,0.7363582849701,-1.24462926402544,-0.403842535794327,-0.403842535794327,0.237261112952782,-1.28201548948322,-1.27738923434024,0.226787089161952,-1.28201548948322,-1.27738923434024,-1.28201548948322,0.646931126312463,-0.0336658247677439,0.634448965243956,0.0322814766432612,-1.27738923434024,-1.28201548948322,0.237261112952782,-1.27738923434024,0.952529833712154,0.814733636568471,0.240972641845739,-1.24462926402544,-1.27575269968012,-1.27575269968012,-1.24462926402544,-1.27575269968012,1.06802388379532,-1.24462926402544,0.651355291962529,0.819462726803571,0.7363582849701,0.651355291962529,-1.24462926402544
"result.7",7,chr1_21410631_aripo,-22.3043737614711,22.7462064905557,23.4982961985496,-22.841516555059,0.130952205577556,0,11.3254482130262,11023.0850377008,0.00102742999571274,0.999180229613342,-12.0775379210201,11023.0850377009,-0.00109565860008454,0.999125791093992,-22.841516555059,22046.1700754017,-0.00103607640134033,0.999173330783457,22.7462064905557,22046.1700315739,0.00103175320057766,0.999176780196755,-0.0953100645033338,1.39013309565381,-0.0685618267785411,0.945338405149924,-23.4982961985496,22046.1700287169,-0.00106586750296951,0.999149560936546,-0.65677964349063,1.43472791913528,-0.457772958015952,0.647115565746782,130.331549740921,1,3.46743430275503e-30,0,0,FALSE,FALSE,-0.924833566056545,-2.0285316106435e-05,-2.0285316106435e-05,-2.0285316106435e-05,-0.924833566056545,-0.349809341959059,-0.818118826315481,-0.134108492313902,-0.818118826315481,-0.91178546180832,0.942603015336526,-0.818118826315481,-0.91178546180832,0.788334508129987,-0.818118826315481,-0.91178546180832,-2.0285316106435e-05,0.61057517178531,-0.91178546180832,-0.818118826315481,-0.818118826315481,-0.91178546180832,-0.818118826315481,-0.924833566056545,-2.0285316106435e-05,-0.924833566056545,0.36997329335058,-2.0285316106435e-05,0.536234234906379,-2.0285316106435e-05,-2.0285316106435e-05,-0.924833566056545,0.632213978453793,-2.0285316106435e-05,-0.924833566056545,-2.0285316106435e-05
"result.8",8,chr1_22878338_aripo,-23.6936927637295,-0.09659009566418,21.391110309955,-21.289348063053,15175.5738269968,0,-10.7412641271907,42153.9371979704,-0.000254810459975441,0.999796690670255,-10.7464362784285,42153.9371979704,-0.000254933156728855,0.999796592772413,-21.289348063053,84307.8743959408,-0.000252519094041803,0.999798518915697,-0.09659009566418,65851.649965284,-1.466783227377e-06,0.999998829676309,-21.3859381587172,52643.8779157789,-0.000406237895181868,0.999675869064336,-21.391110309955,44159.0796352662,-0.000484410238769372,0.999613496564507,-0.10176224690197,71817.7789334086,-1.41695062717446e-06,0.999998869436971,1.08383101178333e-05,1,0.997373241999643,0,0,FALSE,FALSE,-0.447213448917708,-1.00543338341128e-05,-1.00543338341128e-05,-1.00543338341128e-05,-0.447213448917708,-0.447213448917708,-9.7134093014725e-06,-1.00543338341128e-05,-9.7134093014725e-06,-1.00543338341128e-05,-1.00543338341128e-05,-9.7134093014725e-06,-1.00543338341128e-05,-9.7134093014725e-06,-9.7134093014725e-06,-1.00543338341128e-05,-1.00543338341128e-05,-9.7134093014725e-06,-1.00543338341128e-05,-9.7134093014725e-06,-9.7134093014725e-06,-1.00543338341128e-05,-9.7134093014725e-06,-0.447213448917708,-1.00543338341128e-05,-0.447213448917708,-0.447213448917708,-1.00543338341128e-05,1.67484687705561,-1.00543338341128e-05,-1.00543338341128e-05,-0.447213448917708,-0.447213448917708,-1.00543338341128e-05,-0.447213448917708,-1.00543338341128e-05
"result.9",9,chr1_22878340_aripo,-4.6945724189713,-28.2598756100811,-1.39767321832405,-7.81646203437467,60271.9133459504,16.9756166611267,-32.1681066272685,12926837.9903985,-2.48847449400709e-06,0.999998014484621,5.30590423551139,12926837.9903983,4.10456465800258e-07,0.999999672503123,-7.81646203437467,25853675.9807965,-3.02334648279051e-07,0.999999758771852,-28.2598756100811,5004116.9432156,-5.64732517860016e-06,0.99999549408643,-36.0763376444558,25364766.416008,-1.42230119736831e-06,0.999998865167834,1.39767321832405,1.18762996599709,1.1768591719144,0.23925172031362,9.21413525269872,25853675.9807965,3.56395557039655e-07,0.999999715637487,1.47584788206076,1,0.224425291350917,0,-1,TRUE,TRUE,-0.0619338567607027,-0.124574455669759,-0.124574455669759,0.548426708214479,-1.03035727482111,-0.0619338567607027,0,0,0,0,0,0,0,0,0,0,-0.126376233724351,0,0,0,0,0,0,-0.0660041278932252,-0.126376233724351,-0.0610953151871123,-0.0610953151871123,-0.122887803731936,0.919646876824713,-0.329888214693717,-0.124574455669759,-0.0619338567607027,-0.0660041278932252,-0.126376233724351,-0.0660041278932252,-0.126376233724351
"result.10",10,chr1_22878353_aripo,-4.89531841664364,-14.8677290198184,-0.696194536030842,0.40796746287796,58700.627993641,16.4352498769944,-14.6637452883794,5.43809837315921,-2.69648400638634,0.00700757626746717,0.492210804591862,2.9754037740091,0.165426557864666,0.868608251488157,0.40796746287796,5.67733773201507,0.0718589384910803,0.942714167868619,-14.8677290198184,5.67733764966463,-2.61878541268311,0.00882434379627054,-14.4597615569404,6.55970631245754,-2.20433063130888,0.0275011002462081,0.696194536030842,0.864220973006208,0.805574682605904,0.420488128440258,0.288227073152882,5.75110938935023,0.0501167781100833,0.960029329540623,3.26686955384844,1,0.0706924003487077,0,0,FALSE,FALSE,-0.0798271668456626,-0.113064803578918,-0.113064803578918,-0.996958053530728,1.13415356878754,-0.0798271668456626,-7.22959007028166e-05,-6.2531970427213e-05,-6.68634138287369e-05,-0.00127223492705442,-6.2531970427213e-05,-7.22959007028166e-05,-5.92130765558348e-05,-6.84051360122917e-05,-6.84051360122917e-05,-5.92130765558348e-05,-0.115769477377198,-6.84051360122917e-05,-6.2531970427213e-05,-6.68634138287369e-05,-6.84051360122917e-05,-5.92130765558348e-05,-7.22959007028166e-05,-0.0839019012345628,-0.115769477377198,-0.0781117672583908,-0.0781117672583908,-0.110635163061678,-0.466229764427149,0.493705091945159,-0.113064805365764,-0.0798271679886207,-0.0839019012345628,-0.115769477377198,-0.0839019012345628,-0.115769478897125
