"X","X.1","id","coef_glmer1","coef_glmer2","coef_glmer3","coef_glmer4","theta_glmer","var_re.Family..Intercept.","estim_pop","se_pop","stat_pop_wald","pval_pop_wald","estim_rear","se_rear","stat_rear_wald","pval_rear_wald","estim_int","se_int","stat_int_wald","pval_int_wald","estim_simple_HPP_LPP","se_simple_HPP_LPP","stat_simple_HPP_LPP_wald","pval_simple_HPP_LPP_wald","estim_simple_HPNP_LPNP","se_simple_HPNP_LPNP","stat_simple_HPNP_LPNP_wald","pval_simple_HPNP_LPNP_wald","estim_simple_LPP_LPNP","se_simple_LPP_LPNP","stat_simple_LPP_LPNP_wald","pval_simple_LPP_LPNP_wald","estim_simple_HPP_HPNP","se_simple_HPP_HPNP","stat_simple_HPP_HPNP_wald","pval_simple_HPP_HPNP_wald","model_comp_stat.Chisq","model_comp_df.Df","model_comp_pval.Pr..Chisq.","conv_opt","conv_lme4","warn_flag","singular_fit","resid.1","resid.2","resid.3","resid.4","resid.5","resid.6","resid.7","resid.8","resid.9","resid.10","resid.11","resid.12","resid.13","resid.14","resid.15","resid.16","resid.17","resid.18","resid.19","resid.20","resid.21","resid.22","resid.23","resid.24","resid.25","resid.26","resid.27","resid.28","resid.29","resid.30","resid.31","resid.32","resid.33","resid.34","resid.35","resid.36","resid.37","resid.38","resid.39","resid.40","resid.41","resid.42","resid.43","resid.44","resid.45","resid.46","resid.47","resid.48","resid.49","resid.50","resid.51","resid.52","resid.53","resid.54","resid.55","resid.56","resid.57","resid.58","qval_int","qval_pop","qval_rear"
"result.26",26,"chr1_21410523_quare",-0.510825428400436,1.52939489190837,1.41369310739268,-1.6139522655171,0.136508320735311,0,0.722418759149823,0.745645086587895,0.968850693371619,0.332619689435529,-0.606716974634128,0.745644221927961,-0.813681588070758,0.415827384542041,-1.6139522655171,1.49128396669811,-1.08225683475333,0.279138420491855,1.52939489190837,1.09121982600617,1.40154610048271,0.161050831954116,-0.0845573736087255,1.01645285985226,-0.0831886818843877,0.933701512093242,-1.41369310739268,1.05587509806679,-1.33888289436981,0.180608799151514,0.20025915812442,1.05312027961529,0.190157916432467,0.849185387184961,0,1,1,0,0,FALSE,FALSE,-0.913728927952517,-0.884904253342074,-0.678365047835624,0.828825912179902,0.514874595315546,-0.897151479693754,0.237259542128079,0.501175981348513,-0.884904253342074,-0.897151479693754,-0.678365047835624,-0.678365047835624,-0.897151479693754,-0.913728927952517,0.710965391191677,-0.884904253342074,-0.678365047835624,0.0292786525107343,-0.897151479693754,-0.884904253342074,-0.678365047835624,-0.913728927952517,-0.913728927952517,-0.678365047835624,0.328739364866726,-0.897151479693754,-0.913728927952517,-0.678365047835624,-0.884904253342074,-0.897151479693754,-0.913728927952517,-0.897151479693754,-0.884904253342074,-0.897151479693754,-0.678365047835624,0.226091774451792,-0.897151479693754,-0.913728927952517,-0.678365047835624,-0.884904253342074,0.456480256768793,-0.913728927952517,-0.678365047835624,-0.884904253342074,-0.678365047835624,-0.884904253342074,0.529126609916094,0.648424937026021,-0.678365047835624,-0.884904253342074,-0.897151479693754,0.531408974933843,0.576203726480547,-0.897151479693754,1.40692801018814,0.466968689744833,0.59649189793912,-0.678365047835624,0.633398857007771,0.896896874907673,0.749707075466548
"result.30",30,"chr1_21410631_quare",-6.70219588326837,1.92660068114855,0.288970431116755,-4.18317744106271,353.27807974771,72.3561938586971,-0.164988039382805,2.09466165850961,-0.0787659614203267,0.937218778752577,1.8026182894146,0.614403905871355,2.93393038714184,0.00334699265734821,-4.18317744106271,1.23331910364494,-3.39180462598836,0.00069433931351311,1.92660068114855,2.02867573323988,0.949683899492253,0.342272893126386,-2.25657675991416,2.32813824811411,-0.969262354476621,0.332414306991069,-0.288970431116755,0.352624676210206,-0.819484428096275,0.412510082772059,3.89420700994596,1.17948215863377,3.30162434543032,0.000961267164969276,418.020083523758,1,6.58265201685425e-93,0,0,FALSE,FALSE,-0.105678422919915,-0.0150789706800653,-0.0454254174215726,-0.0524865409786111,2.23762069474206,-3.17978243415632,-0.105372625048748,-0.0150353368686647,0.0508926210056045,0.228925692571864,-0.221342703053386,-0.0454254174215726,-0.0524865409786111,-0.105678422919915,-0.0150789706800653,-0.0150789706800653,-0.0475741371214183,-0.105678422919915,-0.0524865409786111,-0.820425460819576,-0.0454254174215726,0.110458702165575,-0.105678422919915,-0.0454254174215726,-0.0150789706800653,-0.0524865409786111,0.118514793773402,-0.0454254174215726,-0.912173001920662,-0.0524865409786111,0.0304031976726625,-0.0542929155570409,-0.0150353368686647,-0.0524865409786111,-0.0454254174215726,0.0427000459890566,1.71247521710114,-0.10385597918316,-3.04044180034083,0.0405113149212454,0.0279928146466493,-0.105988179432165,0.036244578621929,-0.0184173264631779,0.036244578621929,0.0395583736713312,-0.0542929155570409,-0.105988179432165,-0.0396348207542018,-0.0184173264631779,-0.0542929155570409,-0.105988179432165,0.0405113149212454,-0.0524865409786111,-0.0454254174215726,-0.105988179432165,-0.0542929155570409,-0.0475741371214183,0.0203785806114096,0.960801455397383,0.0661565487930416
"result.22",22,"chr1_21410496_quare",-23.5335050445941,22.4329219305217,19.8452200577544,-22.8476657102918,214.06373439258,6.81128604783149,11.0090890753758,13.3573542201983,0.824196835233169,0.409827724977111,-8.42138720260848,13.3352762154541,-0.631512018689874,0.527705793279505,-22.8476657102918,26.635555385772,-0.857788222523657,0.391009414255407,22.4329219305217,26.6358505684455,0.842207830866014,0.399671631272767,-0.414743779770053,1.44765098604768,-0.286494316494316,0.774499545908713,-19.8452200577544,26.6318141586201,-0.745169665857366,0.456169158252499,3.00244565253742,1.06398470848953,2.8218879731832,0.00477418512226881,0,1,1,0,0,FALSE,FALSE,-0.511242892462341,-0.113950828645459,-0.000105828203482325,0.419472767004825,-1.01933453962728e-05,-0.207810783643359,0.37695744419524,-0.645439128095329,-0.172771454183128,-0.207810783643359,-1.01933453962728e-05,-1.01933453962728e-05,-0.207810783643359,0.294473577732005,-0.786921335936869,-0.113950828645459,-1.097259264449e-05,-0.511242892462341,-0.207810783643359,-0.113950828645459,-1.01933453962728e-05,-0.511242892462341,0.185993107515532,-1.01933453962728e-05,-0.286255147412238,-0.207810783643359,-0.511242892462341,-1.01933453962728e-05,-0.113950828645459,-0.207810783643359,-0.517226000505798,-0.207810783675499,-0.645439128095329,-0.207810783643359,-1.01933453962728e-05,-0.172771454183128,-0.207810783643359,0.146814287349498,-1.01933453962728e-05,-0.172771454183128,-0.207810783675499,-0.517226000505798,-1.097259264449e-05,0.622811277774216,-1.097259264449e-05,0.459104222069545,-0.207810783675499,-0.517226000505798,-1.76419260323214e-05,-0.172771454183128,-0.207810783675499,-0.517226000505798,-0.172771454183128,0.548691022476247,-5.126660905482e-05,0.182694647959267,-0.207810783675499,-1.097259264449e-05,0.707619342797024,0.9146630580752,0.791719151427558
"result.23",23,"chr1_21410512_quare",-0.762140083727539,1.03040410539427,0.251314427097284,-1.43586926733609,0.536410822836562,0,0.312469471726221,0.498926582204625,0.626283471098093,0.531129025862728,0.466620206570763,0.498926328547492,0.935248712829445,0.349660139513818,-1.43586926733609,0.997854279527677,-1.43895686654343,0.15016274402519,1.03040410539427,0.685104286340875,1.50401059508419,0.132578638699382,-0.405465161941827,0.725495807902421,-0.558880089347617,0.576243558745826,-0.251314427097284,0.708896619830136,-0.354514918067325,0.722953026071809,1.18455484023881,0.702265709411343,1.68676161225604,0.0916491995988193,0,1,1,0,0,FALSE,FALSE,-1.15098726861799,-0.773127928865419,-0.81945639612281,-0.897440365665746,1.05603395653638,-0.897440365665746,-1.15098726861799,-0.773127928865419,-0.773127928865419,0.862002869700062,-0.81945639612281,-0.81945639612281,0.308168187515405,-1.15098726861799,2.02614075297065,-0.773127928865419,0.462711361866187,0.613872391294159,0.308168187515405,-0.773127928865419,-0.81945639612281,0.613872391294159,0.613872391294159,-0.81945639612281,-0.773127928865419,-0.897440365665746,-1.15098726861799,-0.81945639612281,-0.773127928865419,-0.897440365665746,-1.15098726861799,1.27565501134812,-0.773127928865419,-0.897440365665746,-0.81945639612281,1.17598196408382,-0.897440365665746,-1.15098726861799,-0.81945639612281,-0.773127928865419,-0.897440365665746,-0.156195887050106,0.462711361866187,-0.773127928865419,-0.81945639612281,-0.773127928865419,-0.897440365665746,0.613872391294159,-0.81945639612281,-0.773127928865419,-0.897440365665746,0.287289943169586,-0.773127928865419,-0.897440365665746,1.50082613095173,0.287289943169586,0.862002869700062,-0.81945639612281,0.485742519394995,0.932843792551466,0.715803960987235
"result.35",35,"chr1_22878500_quare",0.125163177012337,0.60572425297925,0.498991066745551,-0.382580571806797,0.446035789862082,0,0.414433967075851,0.441870563563047,0.937908069127848,0.348291656044012,-0.307700780842152,0.441870755349769,-0.696359234271088,0.486203886001406,-0.382580571806797,0.883739811870028,-0.432910871127602,0.665079521966737,0.60572425297925,0.646360838634596,0.937130186071934,0.34869159574417,0.223143681172453,0.602673115136778,0.370256571212422,0.711191329126784,-0.498991066745551,0.627268337958902,-0.795498571423581,0.426323541628499,-0.116410494938754,0.622520673233479,-0.186998600920509,0.851661729900966,0,1,1,0,0,FALSE,FALSE,0.452968563631242,0.161515737365922,-1.06203525328696,0.892335193909762,-0.0689440656368035,-1.21167120608623,-1.24329050197839,0.542859142165612,0.161515737365922,0.0419692377185159,-1.06203525328696,0.680813607690233,0.313266787847537,1.08017069800732,-1.27754311680258,-1.27754311680258,-1.06203525328696,0.239697386877231,-1.21167120608623,-0.441676763289996,-1.06203525328696,-0.384669688429762,-1.24329050197839,-1.06203525328696,0.542859142165612,0.723940717351456,-1.24329050197839,-1.06203525328696,0.839680675669711,0.0419692377185159,-1.24329050197839,-1.21167120608623,-0.441676763289996,-1.21167120608623,-1.06203525328696,-1.27754311680258,-1.21167120608623,-1.24329050197839,1.36646716273019,0.366845290051458,-1.21167120608623,-1.24329050197839,0.941205481738093,0.698709739989263,-1.06203525328696,-1.27754311680258,0.723940717351456,0.79829534099459,-1.06203525328696,-1.27754311680258,-1.21167120608623,-1.24329050197839,-1.27754311680258,-1.21167120608623,-1.06203525328696,0.636033528978068,0.723940717351456,0.680813607690233,0.804557261593372,0.90107724061954,0.77788932341232
"result.36",36,"chr1_22878508_quare",-1.28278544599548,0.55623518338423,0.232835787353535,-1.76589380572526,91.4730343304811,2.36029029019801,-0.326711719478399,0.677504380367233,-0.482228202423294,0.629643844442984,0.650111115509094,0.413436186456293,1.57245818534034,0.115844329319286,-1.76589380572526,0.835943785703419,-2.11245521041743,0.0346474237793677,0.55623518338423,0.743520285384802,0.748110299500914,0.454393630082572,-1.20965862234103,0.845341920457611,-1.43096963851763,0.152438916888203,-0.232835787353535,0.518199399018198,-0.449316976813704,0.653203012781562,1.53305801837172,0.650176399008996,2.35791090034708,0.0183781034538139,0,1,1,0,0,FALSE,FALSE,-1.61215670447004,2.08842146542172,-1.69601837415795,1.36621678443591,0.82733455983504,-0.980713212521466,-0.671585313880613,-0.312184802200993,-0.413083477386924,-0.583514235845584,-0.519438052091055,1.10787507771868,-0.670093376495204,0.940149437370006,-1.65342300793571,-0.323130425581408,-0.601388956819199,-0.695108063029864,-0.583514235845584,-0.323130425581408,-0.519438052091055,-0.695108063029864,0.342113155671471,-1.4575169329776,-0.54739422542374,1.21061311163411,-0.695108063029864,-0.519438052091055,-0.323130425581408,-0.583514235845584,-0.722518054041486,-0.651208868448287,-0.312184802200993,-0.583514235845584,-0.519438052091055,-0.413083477386924,-0.980713212521466,-0.657861924708456,0.82733455983504,0.825527187217227,-0.651208868448287,0.376515777691443,0.562268165539732,-0.413083477386924,-0.601388956819199,-0.413083477386924,0.502711546343907,0.421828611600713,-0.498263821897784,-0.413083477386924,-0.651208868448287,-0.722518054041486,-0.413083477386924,-0.583514235845584,-0.519438052091055,0.225568453832871,-0.651208868448287,0.562268165539732,0.276938389831608,0.942749582410986,0.470802714572469
"result.37",37,"chr1_22878514_quare",-2.79820339113739,1.26382223224881,0.666346954471601,-1.52589665831961,119.836620227546,3.46841288993591,0.500873903089001,0.853388583874653,0.586923603799427,0.557255016401042,0.0966013746882058,0.473974118088963,0.20381149729799,0.838500807879042,-1.52589665831961,0.961900710108947,-1.58633489120388,0.11266336141525,1.26382223224881,0.997228429223923,1.26733474017819,0.205035623628855,-0.262074426070805,0.961616398662589,-0.272535312870389,0.785210442733736,-0.666346954471601,0.742589676503057,-0.897328599569963,0.369543599869006,0.859549703848012,0.600408185854885,1.43160890224065,0.152255780483006,0,1,1,0,0,FALSE,FALSE,-0.342762414837795,1.02917951497052,-1.45899380791369,1.16551582146634,-0.284027050001014,-0.396296742371289,-0.464645976262331,-0.302363752590193,-0.377534296644179,0.757997299264761,-0.655855128839529,-0.284027050001014,-0.396296742371289,1.06437601768777,-1.57818730825837,-0.664634511778772,-0.319464215613543,0.584740791989076,-0.396296742371289,-0.318116549728066,-0.284027050001014,-0.488846703219676,-0.488846703219676,-0.284027050001014,-0.318116549728066,-0.396296742371289,-0.488846703219676,-0.284027050001014,-0.318116549728066,-0.396296742371289,-0.519538081735961,-0.418413384713263,-0.302363752590193,-0.396296742371289,-0.284027050001014,-0.377534296644179,-1.36108747383937,-0.498181748524994,1.63241130410623,0.612164560927685,-0.418413384713263,-0.519538081735961,-0.319464215613543,0.590152971314234,-0.319464215613543,-0.377534296644179,0.536636606046416,0.373096813725473,-0.264870114356731,-0.377534296644179,-0.418413384713263,-0.519538081735961,-0.377534296644179,-0.396296742371289,-0.284027050001014,-0.519538081735961,-0.418413384713263,0.716686315470873,0.439987348081007,0.93579013622749,0.857953562430066
"result.40",40,"chr1_22878562_quare",-2.82343983115521,-18.9446825028674,0.46248206622924,18.2968764987474,155.869035997292,7.94171805682469,-9.79624425349368,30.13220511929,-0.325108773643066,0.745098748941261,-9.61092031560294,30.1234393979762,-0.319051227472007,0.749687667138777,18.2968764987474,60.2387839566017,0.303739141081087,0.761326635642356,-18.9446825028674,60.2384511611153,-0.314494847355843,0.753145229305383,-0.647806004119985,1.25861777236798,-0.514696374341825,0.606765207409623,-0.46248206622924,0.549719903785547,-0.841304931919767,0.400177128408826,-18.7593585649766,60.240323344414,-0.311408663225845,0.755489968802769,30.186606043139,1,3.92410140810339e-08,0,0,FALSE,FALSE,-2.29143288576819e-05,-0.27141443677744,-1.87074280919813,1.17322428260275,-0.250001337821684,-0.315033137895212,-2.08287020052675e-05,-0.246713094126275,0.305222393122213,0.96476480096114,-1.42457441847305,-0.250001337821684,-0.315033137895212,-2.29143288576819e-05,-0.27141443677744,-0.27141443677744,-0.291242303498395,-2.29143288576819e-05,-0.315033137895212,-0.27141443677744,-0.250001337821684,-2.29143288576819e-05,-2.29143288576819e-05,-0.250001337821684,-0.27141443677744,-0.315033137895212,-0.000188696675546091,-0.250001337821684,0.305222404240542,-0.315033137895212,-2.65232047603408e-05,0.210723451055702,-0.246713094126275,-0.315033137895212,-0.250001337821684,-0.271414436996374,-1.7971789470565,-2.24126700063064e-05,1.57460010478742,-0.271414436996374,0.240203781631245,-2.65232047603408e-05,-0.291242303498395,-0.271414436996374,-0.291242303498395,-0.271414436996374,-0.343581235063199,-2.65232047603408e-05,-0.291242303281164,-0.271414436996374,-0.343581235063199,-2.65232047603408e-05,0.305222393122213,-1.7971789470565,1.57460010478742,-2.65232047603408e-05,-0.343581235063199,-0.291242303498395,0.824939810442624,0.951187658117468,0.843755025963712
"result.38",38,"chr1_22878515_quare",-1.59020020308455,-0.601232339236845,-1.39943791744815,0.406079032091562,37665.4750610499,2.56048029704377,-0.398192823191064,0.85279493885446,-0.466926813292241,0.640552240800223,1.19639840140237,0.565214670424654,2.11671505359813,0.0342840384595453,0.406079032091562,1.09037998648891,0.372419740937434,0.709580358167536,-0.601232339236845,0.870943019934922,-0.690323391399095,0.489990841053388,-0.195153307145284,1.13597576072995,-0.171793548675619,0.863599837533591,1.39943791744815,0.85189888374148,1.64272772761706,0.10043927923458,0.99335888535659,0.712508102883256,1.39417205409571,0.163265654751828,6.52733573615161,1,0.0106228955417039,0,0,FALSE,FALSE,-0.408419075388809,-0.248542709200707,-0.516229239407848,-0.256424080086883,0.600755329878987,-0.503152228455853,-0.396724711756316,-0.241426120021174,-0.274186825088624,-0.256424080086883,-0.516229239407848,0.868898494526032,-0.9254034522822,0.542101083965092,0.172551701850099,-0.248542709200707,-0.532552833246385,-0.408419075388809,-0.256424080086883,-0.248542709200707,-0.516229239407848,-0.408419075388809,-0.408419075388809,-0.516229239407848,-0.248542709200707,-0.256424080086883,-0.408419075388809,-1.01294189065943,-0.248542709200707,1.54494854087925,-0.421866570275815,-0.299493605498185,-0.241426120021174,-0.256424080086883,-0.516229239407848,-0.274186825088624,-0.503152228455853,-0.369407076593562,0.600755329878987,-0.274186825088624,1.00133439876081,0.699438204271058,0.489345465004873,1.07894240973137,-0.532552833246385,-0.274186825088624,-0.299493605498185,-0.421866570275815,-0.498954555687673,-0.274186825088624,-0.299493605498185,-0.421866570275815,-0.274186825088624,-0.256424080086883,-0.516229239407848,-0.421866570275815,-0.299493605498185,0.489345465004873,0.814541136891621,0.943669618762213,0.273115665522064
"result.25",25,"chr1_21410518_quare",-2.0148939008565,0.83623844462154,0.405446989957461,-1.24170572632055,11750.6984084564,0,0.215385581461266,0.624115069093033,0.345105561662315,0.730015012419391,0.215405873202812,0.620654641954895,0.347062373567918,0.728544460154334,-1.24170572632055,1.24692110799759,-0.995817392420745,0.319338878108965,0.83623844462154,0.850675483896663,0.983028734754419,0.325593296539278,-0.405467281699008,0.912576892552157,-0.444310265806817,0.656818280169755,-0.405446989957461,0.890829221520445,-0.455134362639626,0.649012578031573,0.836258736363086,0.868477859263302,0.962901618554161,0.335596897257241,0.000330874492647126,1,0.985487315408703,0,0,FALSE,FALSE,-0.78445922493897,-0.516393430052447,-0.516398669309505,1.27233476706979,-0.516398669309505,-0.632449995395373,-0.78445922493897,-0.516393430052447,-0.516393430052447,-0.632449995395373,1.51538542365706,-0.516398669309505,1.27233476706979,0.986232456618355,-0.516393430052447,-0.516393430052447,-0.516398669309505,0.986232456618355,-0.632449995395373,1.51539702856719,-0.516398669309505,-0.78445922493897,0.986232456618355,-0.516398669309505,1.51539702856719,-0.632449995395373,-0.78445922493897,-0.516398669309505,-0.516393430052447,-0.632449995395373,-0.78445922493897,-0.632449995395373,-0.516393430052447,-0.632449995395373,-0.516398669309505,-0.516393430052447,-0.632449995395373,-0.78445922493897,-0.516398669309505,-0.516393430052447,1.27233476706979,-0.78445922493897,1.51538542365706,-0.516393430052447,-0.516398669309505,-0.516393430052447,-0.632449995395373,-0.78445922493897,-0.516398669309505,-0.516393430052447,-0.632449995395373,0.986232456618355,-0.516393430052447,-0.632449995395373,-0.516398669309505,-0.78445922493897,-0.632449995395373,-0.516398669309505,0.664044608182219,0.950229283724925,0.839946364147212
