"X","X.1","id","coef_glmer1","coef_glmer2","coef_glmer3","coef_glmer4","theta_glmer","var_re.Family..Intercept.","estim_pop","se_pop","stat_pop_wald","pval_pop_wald","estim_rear","se_rear","stat_rear_wald","pval_rear_wald","estim_int","se_int","stat_int_wald","pval_int_wald","estim_simple_HPP_LPP","se_simple_HPP_LPP","stat_simple_HPP_LPP_wald","pval_simple_HPP_LPP_wald","estim_simple_HPNP_LPNP","se_simple_HPNP_LPNP","stat_simple_HPNP_LPNP_wald","pval_simple_HPNP_LPNP_wald","estim_simple_LPP_LPNP","se_simple_LPP_LPNP","stat_simple_LPP_LPNP_wald","pval_simple_LPP_LPNP_wald","estim_simple_HPP_HPNP","se_simple_HPP_HPNP","stat_simple_HPP_HPNP_wald","pval_simple_HPP_HPNP_wald","model_comp_stat.Chisq","model_comp_df.Df","model_comp_pval.Pr..Chisq.","conv_opt","conv_lme4","warn_flag","singular_fit","resid.1","resid.2","resid.3","resid.4","resid.5","resid.6","resid.7","resid.8","resid.9","resid.10","resid.11","resid.12","resid.13","resid.14","resid.15","resid.16","resid.17","resid.18","resid.19","resid.20","resid.21","resid.22","resid.23","resid.24","resid.25","resid.26","resid.27","resid.28","resid.29","resid.30","resid.31","resid.32","resid.33","resid.34","resid.35","resid.36","Resid_sqSum","qval_int","qval_pop","qval_rear"
"result.6",6,"chr1_21410523_aripo",0.641853924777116,0.105360398140547,0.100083341459176,-0.0851574916805853,0.487568100347213,0,0.0627816523002547,0.536338565670879,0.117056009615352,0.906815669250867,-0.0575045956188835,0.536338717389792,-0.107216939136414,0.914616877403639,-0.0851574916805853,1.07267840278812,-0.0793877190584266,0.936724236582587,0.105360398140547,0.733656716443062,0.143609941515099,0.885808489845783,0.020202906459962,0.782550582629529,0.025816741956892,0.979403508149043,-0.100083341459176,0.71445867611017,-0.140082757485813,0.888594603789373,-0.0149258497785908,0.800116689975655,-0.0186545912184946,0.985116652902367,0,1,1,0,0,FALSE,FALSE,-1.27575269968012,-1.24462926402544,0.7363582849701,-1.24462926402544,-0.403842535794327,-0.403842535794327,0.237261112952782,-1.28201548948322,-1.27738923434024,0.226787089161952,-1.28201548948322,-1.27738923434024,-1.28201548948322,0.646931126312463,-0.0336658247677439,0.634448965243956,0.0322814766432612,-1.27738923434024,-1.28201548948322,0.237261112952782,-1.27738923434024,0.952529833712154,0.814733636568471,0.240972641845739,-1.24462926402544,-1.27575269968012,-1.27575269968012,-1.24462926402544,-1.27575269968012,1.06802388379532,-1.24462926402544,0.651355291962529,0.819462726803571,0.7363582849701,0.651355291962529,-1.24462926402544,34.0445946624928,0.972121943637355,0.987951114686151,0.984060382282535
"result.7",7,"chr1_21410631_aripo",-22.3043737614711,22.7462064905557,23.4982961985496,-22.841516555059,0.130952205577556,0,11.3254482130262,11023.0850377008,0.00102742999571274,0.999180229613342,-12.0775379210201,11023.0850377009,-0.00109565860008454,0.999125791093992,-22.841516555059,22046.1700754017,-0.00103607640134033,0.999173330783457,22.7462064905557,22046.1700315739,0.00103175320057766,0.999176780196755,-0.0953100645033338,1.39013309565381,-0.0685618267785411,0.945338405149924,-23.4982961985496,22046.1700287169,-0.00106586750296951,0.999149560936546,-0.65677964349063,1.43472791913528,-0.457772958015952,0.647115565746782,130.331549740921,1,3.46743430275503e-30,0,0,FALSE,FALSE,-0.924833566056545,-2.0285316106435e-05,-2.0285316106435e-05,-2.0285316106435e-05,-0.924833566056545,-0.349809341959059,-0.818118826315481,-0.134108492313902,-0.818118826315481,-0.91178546180832,0.942603015336526,-0.818118826315481,-0.91178546180832,0.788334508129987,-0.818118826315481,-0.91178546180832,-2.0285316106435e-05,0.61057517178531,-0.91178546180832,-0.818118826315481,-0.818118826315481,-0.91178546180832,-0.818118826315481,-0.924833566056545,-2.0285316106435e-05,-0.924833566056545,0.36997329335058,-2.0285316106435e-05,0.536234234906379,-2.0285316106435e-05,-2.0285316106435e-05,-0.924833566056545,0.632213978453793,-2.0285316106435e-05,-0.924833566056545,-2.0285316106435e-05,16.8211426448544,0.973818725146603,0.989052724635012,0.985388901733449
"result.5",5,"chr1_21410512_aripo",-1.60943780778055,1.02165107786014,0.405465123246375,-0.154150685377768,2.77170365331525,0,0.944575735171258,0.590998935099928,1.59826977524341,0.109982950944154,-0.328389780557491,0.590998450513572,-0.555652523745406,0.578448417940213,-0.154150685377768,1.18199663660143,-0.130415502552524,0.896237702074302,1.02165107786014,0.881002079919243,1.15964661281366,0.24619271463408,0.867500392482374,0.788005610528891,1.10088098471803,0.270948458995556,-0.405465123246375,0.951571102825919,-0.426100710753247,0.670034462314451,-0.251314437868607,0.701162461740569,-0.35842540292979,0.720024983968474,0,1,1,0,0,FALSE,FALSE,-0.754782753389301,-0.621471793291132,-0.621471793291132,-0.621471793291132,-0.754782753389301,0.926998262681827,-1.00633340816723,-1.12740688929816,-1.00633340816723,1.05939166693157,0.280558984998481,-1.00633340816723,-1.12740688929816,0.479371328321729,-1.00633340816723,0.280558984998481,-0.621471793291132,-1.00633340816723,0.280558984998481,0.479371328321729,1.93909074730933,-1.12740688929816,-1.00633340816723,-0.754782753389301,-0.621471793291132,-0.754782753389301,-0.754782753389301,1.19188603986173,-0.754782753389301,-0.621471793291132,-0.621471793291132,1.83980565905494,-0.754782753389301,1.19188603986173,-0.754782753389301,-0.621471793291132,29.8140595294076,0.970899232003866,0.908632196512977,0.975028308993057
"result.12",12,"chr1_22878500_aripo",-0.223143482891412,0.328503934111791,-1.38629449347903,0.0281711953611332,0.492735363767366,0,0.342589531792357,0.732516708710564,0.467688351294282,0.640007472528081,1.37220889579846,0.732516539902881,1.87328042583228,0.0610296713984314,0.0281711953611332,1.46503429404154,0.0192290347575539,0.984658395494783,0.328503934111791,0.808360722588319,0.406382849799953,0.684461318996909,0.356675129472924,1.22183351591602,0.291917945306584,0.770349362429523,1.38629449347903,1.01533118777222,1.3653618742085,0.172139340648139,1.35812329811789,1.05613743563919,1.28593424708588,0.198466010278757,0,1,1,0,0,FALSE,FALSE,-0.579418694431842,-0.974950959885756,0.993731550685216,0.12972124931375,1.68122150264672,-0.579418694431842,0.390735808391556,-0.671332564494663,-1.07844356041502,-0.671332564494663,-0.671332564494663,-1.07844356041502,-0.671332564494663,0.723087608842837,-0.0601619493320292,-0.671332564494663,-0.974950959885756,-1.07844356041502,1.40761922847788,-1.07844356041502,0.995954023228774,-0.671332564494663,-1.07844356041502,-0.579418694431842,-0.974950959885756,-0.579418694431842,-0.579418694431842,-0.974950959885756,-0.579418694431842,-0.974950959885756,-0.974950959885756,-0.579418694431842,-0.579418694431842,0.993731550685216,-0.579418694431842,0.12972124931375,25.7148415581907,0.973443034098024,0.983013462900314,0.804668844302709
"result.13",13,"chr1_22878508_aripo",-0.35667489547763,0.105360403135478,-19.3719098839855,17.6773143062946,1.77802841421178,0,8.94401755628279,241.359969144207,0.037056756296397,0.970439751803625,10.5332527308382,241.360111317779,0.0436412324858845,0.965190384219572,17.6773143062946,482.719038886183,0.0366202964504631,0.970787760156144,0.105360403135478,0.635961745874822,0.165670975996434,0.868415888170908,17.7826747094301,482.719069661479,0.0368385585469013,0.970613729627148,19.3719098839855,482.718299041371,0.0401308794849007,0.967988783355404,1.69459557769085,1.13388397452183,1.49450527193973,0.135043605013696,0,1,1,0,0,FALSE,FALSE,-7.35372265648586e-05,-1.08649069481371,1.00628239198782,0.280024225079516,-7.35372265648586e-05,-7.35372265648586e-05,0.198493091648909,-0.524229264849932,-1.135940106256,-0.524229264849932,-0.524229264849932,-1.135940106256,-0.524229264849932,0.908117965323081,0.198493091648909,-0.524229264849932,-1.08649069481371,-1.135940106256,1.35716038387347,-1.135940106256,1.4562675726827,-0.524229264849932,-1.135940106256,-7.35372265648586e-05,-1.08649069481371,-7.35372265648586e-05,-7.35372265648586e-05,-1.08649069481371,-7.35372265648586e-05,-1.08649069481371,-1.08649069481371,-7.35372265648586e-05,-7.35372265648586e-05,1.00628239198782,-7.35372265648586e-05,1.00628239198782,22.1531686674238,0.973073804676771,0.988732164058477,0.984882951785501
"result.14",14,"chr1_22878514_aripo",-0.916290244628021,0.328501803344247,-20.812856017362,-0.293059303758301,36529.4345818374,0,0.181972151465097,12751.9178369931,1.42701791049185e-05,0.999988614044413,20.9593856692412,12751.9178369931,0.00164362615389807,0.998688576658543,-0.293059303758301,25503.8356739861,-1.14907932871141e-05,0.999990831673445,0.328501803344247,0.6708248748151,0.489698303800664,0.624347402307299,0.0354424995859462,25503.8356651638,1.38969290938295e-06,0.999998891185483,20.812856017362,16535.7599584452,0.00125865736256847,0.998995736988228,21.1059153211203,19416.8554787424,0.0010869893605701,0.999132708142235,0.000107088766526431,1,0.991743342525939,0,0,FALSE,FALSE,-2.70186000430685e-05,-0.894424960401136,0.795343337279152,0.795343337279152,-2.70186000430685e-05,-2.70186000430685e-05,0.535425636815477,-2.74652187301845e-05,-1.05408760942753,-2.74652187301845e-05,-2.74652187301845e-05,-1.05408760942753,-2.74652187301845e-05,0.535425636815477,0.535425636815477,-2.74652187301845e-05,-0.894424960401136,-1.05408760942753,-2.74652187301845e-05,-1.05408760942753,1.49492291110821,-2.74652187301845e-05,-1.05408760942753,-2.70186000430685e-05,0.795343337279152,-2.70186000430685e-05,-2.70186000430685e-05,-0.894424960401136,-2.70186000430685e-05,-0.894424960401136,-0.894424960401136,-2.70186000430685e-05,-2.70186000430685e-05,-0.894424960401136,-2.70186000430685e-05,0.795343337279152,15.3480289333521,0.973839568635847,0.989061477540015,0.985382598663012
"result.16",16,"chr1_22878562_aripo",-0.510825670376704,-0.587786623218766,-0.182321484535533,1.28093379389963,0.605317000987926,0,0.0526802737310511,0.6310359231665,0.0834822104369347,0.933468122025803,-0.458145412414284,0.631036062382827,-0.726020967303043,0.467825916910063,1.28093379389963,1.2620737891489,1.01494366249651,0.310132683395556,-0.587786623218766,0.921283424424158,-0.638008464752481,0.523468169923112,0.693147170680868,0.862591820714076,0.803563347154234,0.421649198265604,0.182321484535533,0.83490965468889,0.218372710761706,0.827138726120435,-1.0986123093641,0.946442822990833,-1.16078043245381,0.245731202483989,0,1,1,0,0,FALSE,FALSE,-0.853794656301814,-0.913136794722274,-0.913136794722274,0.318672456800954,-0.853794656301814,-0.853794656301814,-0.728761911426091,-1.08662813042671,-0.728761911426091,-1.08662813042671,0.499426864860227,-0.728761911426091,-1.08662813042671,-0.728761911426091,0.688687762522435,-1.08662813042671,-0.913136794722274,-0.728761911426091,0.499426864860227,-0.728761911426091,-0.728761911426091,0.870421152871488,1.3592923276947,-0.853794656301814,-0.913136794722274,-0.853794656301814,0.43372897107309,-0.913136794722274,0.43372897107309,-0.913136794722274,-0.913136794722274,1.49183987137384,-0.853794656301814,0.894132736650554,-0.853794656301814,1.32520683798974,26.4614962516158,0.920286983328224,0.988291107274146,0.969304732633001
"result.68",68,"chr10_6227935_aripo",-0.693147059466758,0.980829090634903,-0.510825736846563,0.76214028146625,0.194924879008295,0,1.36189923136803,0.870192568375718,1.56505500145803,0.117570013366685,0.129755596113438,0.870191914827946,0.149111470587603,0.881465674860828,0.76214028146625,1.74038300475237,0.437915263126055,0.661447710833108,0.980829090634903,1.16891859370364,0.839091016190627,0.401418237043419,1.74296937210115,1.28940530285168,1.3517622180135,0.176451394233041,0.510825736846563,1.24874560291765,0.409071099552253,0.682487484520732,-0.251314544619688,1.21225775232545,-0.207311146608546,0.835766869507485,0,1,1,0,0,FALSE,FALSE,-0.602709538184478,-0.703969427099448,-0.703969427099448,-0.703969427099448,-0.602709538184478,-0.602709538184478,0.56327138469352,-0.943170845974094,0.18069511184244,0.670671438007305,-0.943170845974094,-0.895994295681245,-0.943170845974094,-0.895994295681245,0.841471159619073,-0.943170845974094,0.704566528074551,-0.895994295681245,0.670671438007305,-0.895994295681245,-0.895994295681245,-0.943170845974094,-0.895994295681245,-0.602709538184478,1.00137122828208,-0.602709538184478,-0.602709538184478,-0.703969427099448,-0.602709538184478,-0.703969427099448,-0.703969427099448,-0.602709538184478,1.37804119476358,-0.703969427099448,-0.602709538184478,-0.703969427099448,21.3587859656656,0.960972654405559,0.914021425664423,0.983470815156133
"result.69",69,"chr10_6227942_aripo",-1.20397296927718,0.952658632453538,-16.2069337402802,16.709562501053,0.265616860526747,0,9.30743988298004,248.358356227855,0.0374758474985274,0.970105597519834,7.85215248975367,248.357483192275,0.0316163313817874,0.974778019341302,16.709562501053,496.713610157932,0.0336402348543261,0.973164037638407,0.952658632453538,1.12737859221089,0.845021041764943,0.39809909088453,17.6622211335065,496.713881919941,0.0355581387523075,0.971634687632666,16.2069337402802,496.713070154461,0.0326283617526722,0.973970952459187,-0.502628760772829,1.10005045137451,-0.456914280744847,0.647732659016113,0,1,1,0,0,FALSE,FALSE,-0.000234306659469244,-0.633671327319254,-0.633671327319254,-0.633671327319254,-0.000234306659469244,-0.000234306659469244,0.117888999329997,-0.968260591412888,-0.852539331572287,0.843310602018446,0.671359196505364,-0.852539331572287,-0.968260591412888,-0.852539331572287,1.24916648251785,-0.968260591412888,-0.633671327319254,-0.852539331572287,-0.968260591412888,-0.852539331572287,0.117888999329997,-0.968260591412888,-0.852539331572287,-0.000234306659469244,0.60769659648341,-0.000234306659469244,-0.000234306659469244,1.14041800565225,-0.000234306659469244,-0.633671327319254,-0.633671327319254,-0.000234306659469244,-0.000234306659469244,-0.633671327319254,-0.000234306659469244,-0.633671327319254,16.2793155987189,0.973137787062464,0.988728326583873,0.985029412776026
"result.72",72,"chr10_6227962_aripo",-1.20397295335535,2.0024806570394,-23.1563944618793,22.7145618060235,0.268826152873633,0,13.3597615600512,218.319371742587,0.0611936607064041,0.951204978296548,11.7991135588676,218.318291702679,0.054045464843305,0.956898941442593,22.7145618060235,436.636175784954,0.0520217129631755,0.958511392393935,2.0024806570394,1.08103433762761,1.85237470017276,0.0639720356913915,24.7170424630629,436.636121413439,0.0566078738127555,0.954857562209299,23.1563944618793,436.635125998923,0.0530337416370309,0.957705023593182,0.441832655855784,1.04629341560385,0.422283700983425,0.672817953519827,8.2272194390498e-08,1,0.999771141737687,0,0,FALSE,FALSE,-7.25652285420874e-06,-0.634803681969867,-0.634803681969867,-0.634803681969867,-7.25652285420874e-06,-7.25652285420874e-06,-0.0506066357658058,-0.995378583414166,0.590088295508834,0.40899094166707,-0.995378583414166,-1.09408678387092,-0.995378583414166,-1.09408678387092,0.808238707287628,-0.995378583414166,0.609964570732173,-1.09408678387092,1.05085593411871,-1.09408678387092,0.321889767080574,-0.995378583414166,-1.09408678387092,-7.25652285420874e-06,1.1449440285313,-7.25652285420874e-06,-7.25652285420874e-06,-0.634803681969867,-7.25652285420874e-06,-0.634803681969867,-0.634803681969867,-7.25652285420874e-06,-7.25652285420874e-06,-0.634803681969867,-7.25652285420874e-06,-0.634803681969867,17.8220055266725,0.972738342440563,0.988506930449451,0.984753960976002
